trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2223,False,"{'a': 0.9, 'e': 0.10816339899560658}",30,17,-14.431524351400176,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
2224,False,"{'a': 0.9, 'e': 0.10805523559661097}",35,23,9.729576213175312,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2225,False,"{'a': 0.9, 'e': 0.10794718036101435}",20,5,28.707936658782877,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2226,False,"{'a': 0.9, 'e': 0.10783923318065333}",20,13,-10.110553116486031,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
2227,False,"{'a': 0.9, 'e': 0.10773139394747269}",25,8,34.7285664296999,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2228,False,"{'a': 0.9, 'e': 0.1076236625535252}",30,13,26.255176830723457,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
2229,False,"{'a': 0.9, 'e': 0.1075160388909717}",35,-10,83.3052902319657,"{0: 45, 1: 0, 2: 0, 3: 0, 4: 0}",0
2230,False,"{'a': 0.9, 'e': 0.10740852285208072}",20,7,27.471265733652462,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2231,False,"{'a': 0.9, 'e': 0.10730111432922863}",20,9,10.03802082936797,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2232,False,"{'a': 0.9, 'e': 0.1071938132148994}",20,5,29.412142711574212,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2233,False,"{'a': 0.9, 'e': 0.10708661940168451}",35,11,47.51563606390701,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2234,False,"{'a': 0.9, 'e': 0.10697953278228282}",30,16,14.917019071217249,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2235,False,"{'a': 0.9, 'e': 0.10687255324950054}",30,16,32.10751424064697,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2236,False,"{'a': 0.9, 'e': 0.10676568069625104}",20,12,17.054604095685654,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2237,False,"{'a': 0.9, 'e': 0.10665891501555479}",20,8,22.36232264114461,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2238,False,"{'a': 0.9, 'e': 0.10655225610053923}",20,13,10.993696982574548,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2239,False,"{'a': 0.9, 'e': 0.10644570384443869}",25,17,3.248744041626989,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2240,False,"{'a': 0.9, 'e': 0.10633925814059425}",20,9,9.163894666577939,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2241,False,"{'a': 0.9, 'e': 0.10623291888245366}",25,15,18.59324468149392,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2242,False,"{'a': 0.9, 'e': 0.10612668596357121}",25,10,31.836367842040666,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2243,False,"{'a': 0.9, 'e': 0.10602055927760763}",20,8,0.6955714784781852,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
2244,False,"{'a': 0.9, 'e': 0.10591453871833002}",20,6,-18.330283391537073,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
2245,False,"{'a': 0.9, 'e': 0.10580862417961169}",25,6,37.33023722757855,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2246,False,"{'a': 0.9, 'e': 0.10570281555543208}",20,8,-9.909512593272808,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
2247,False,"{'a': 0.9, 'e': 0.10559711273987665}",25,2,38.9115500830186,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2248,False,"{'a': 0.9, 'e': 0.10549151562713678}",20,12,17.844740126539982,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2249,False,"{'a': 0.9, 'e': 0.10538602411150964}",25,9,30.198277315940917,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2250,False,"{'a': 0.9, 'e': 0.10528063808739813}",25,8,-1.3991007195713425,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
2251,False,"{'a': 0.9, 'e': 0.10517535744931074}",20,-2,34.598506364573716,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",0
2252,False,"{'a': 0.9, 'e': 0.10507018209186142}",20,11,-24.696642274875003,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
2253,False,"{'a': 0.9, 'e': 0.10496511190976957}",20,3,32.425080858845234,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2254,False,"{'a': 0.9, 'e': 0.1048601467978598}",20,3,7.8301941601976734,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
2255,False,"{'a': 0.9, 'e': 0.10475528665106193}",30,20,5.4351984743132515,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2256,False,"{'a': 0.9, 'e': 0.10465053136441087}",20,13,16.550027520897157,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2257,False,"{'a': 0.9, 'e': 0.10454588083304646}",30,20,19.214338512585567,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2258,False,"{'a': 0.9, 'e': 0.10444133495221342}",20,8,-29.566353641758333,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
2259,False,"{'a': 0.9, 'e': 0.1043368936172612}",20,11,18.519733323666756,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2260,False,"{'a': 0.9, 'e': 0.10423255672364394}",20,8,-18.73597846745069,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
2261,False,"{'a': 0.9, 'e': 0.10412832416692029}",20,14,13.294846339711473,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2262,False,"{'a': 0.9, 'e': 0.10402419584275337}",25,8,33.508791985009836,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2263,False,"{'a': 0.9, 'e': 0.10392017164691061}",20,10,13.934231043018897,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2264,False,"{'a': 0.9, 'e': 0.1038162514752637}",20,10,10.909226797815197,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2265,False,"{'a': 0.9, 'e': 0.10371243522378844}",35,12,49.75422257613033,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2266,False,"{'a': 0.9, 'e': 0.10360872278856466}",25,13,-31.558637038977107,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
2267,False,"{'a': 0.9, 'e': 0.10350511406577609}",20,3,29.936467347099317,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2268,False,"{'a': 0.9, 'e': 0.10340160895171031}",30,2,33.278461226670885,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 0}",1
2269,False,"{'a': 0.9, 'e': 0.1032982073427586}",25,13,29.61512052598645,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2270,False,"{'a': 0.9, 'e': 0.10319490913541585}",20,2,35.81285604982444,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2271,False,"{'a': 0.9, 'e': 0.10309171422628043}",20,7,25.064787767268566,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2272,False,"{'a': 0.9, 'e': 0.10298862251205415}",20,13,12.38255095943746,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2273,False,"{'a': 0.9, 'e': 0.1028856338895421}",25,20,11.820977335080213,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2274,False,"{'a': 0.9, 'e': 0.10278274825565255}",20,16,6.358123505862009,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2275,False,"{'a': 0.9, 'e': 0.1026799655073969}",20,2,31.807983304753105,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2276,False,"{'a': 0.9, 'e': 0.1025772855418895}",20,12,12.739752461814666,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2277,False,"{'a': 0.9, 'e': 0.10247470825634761}",20,12,19.085743972670763,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2278,False,"{'a': 0.9, 'e': 0.10237223354809126}",20,3,31.20290298257204,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2279,False,"{'a': 0.9, 'e': 0.10226986131454317}",25,14,18.563272830066634,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2280,False,"{'a': 0.9, 'e': 0.10216759145322862}",25,12,22.09700564775547,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2281,False,"{'a': 0.9, 'e': 0.1020654238617754}",20,10,20.093882074530256,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2282,False,"{'a': 0.9, 'e': 0.10196335843791363}",20,13,16.070481152848544,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2283,False,"{'a': 0.9, 'e': 0.10186139507947571}",30,8,40.286409592692536,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2284,False,"{'a': 0.9, 'e': 0.10175953368439623}",35,24,-36.03373660220334,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
2285,False,"{'a': 0.9, 'e': 0.10165777415071184}",25,14,20.31316710989326,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2286,False,"{'a': 0.9, 'e': 0.10155611637656113}",25,8,26.591445217129365,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
2287,False,"{'a': 0.9, 'e': 0.10145456026018457}",20,14,10.82891036957901,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2288,False,"{'a': 0.9, 'e': 0.10135310569992438}",25,17,8.147814744886347,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
2289,False,"{'a': 0.9, 'e': 0.10125175259422446}",25,10,28.677036352443952,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2290,False,"{'a': 0.9, 'e': 0.10115050084163023}",25,13,13.121358767451747,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2291,False,"{'a': 0.9, 'e': 0.1010493503407886}",20,16,6.706968200552438,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2292,False,"{'a': 0.9, 'e': 0.10094830099044781}",25,12,11.510885378126575,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2293,False,"{'a': 0.9, 'e': 0.10084735268945737}",30,13,24.265128116567844,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
2294,False,"{'a': 0.9, 'e': 0.1007465053367679}",20,14,12.903648316669221,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2295,False,"{'a': 0.9, 'e': 0.10064575883143113}",20,-17,49.54077325273354,"{0: 35, 1: 0, 2: 2, 3: 0, 4: 0}",0
2296,False,"{'a': 0.9, 'e': 0.10054511307259971}",20,-2,44.47178518001031,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",0
2297,False,"{'a': 0.9, 'e': 0.10044456795952711}",25,15,9.78798863759095,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2298,False,"{'a': 0.9, 'e': 0.10034412339156758}",30,5,22.981660589483234,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",1
2299,False,"{'a': 0.9, 'e': 0.10024377926817601}",25,-2,43.61338791735321,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",0
2300,False,"{'a': 0.9, 'e': 0.10014353548890784}",30,18,16.714838200434603,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2301,False,"{'a': 0.9, 'e': 0.10004339195341894}",20,6,12.842836165449652,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2302,False,"{'a': 0.9, 'e': 0.09994334856146551}",25,11,23.239306479314724,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2303,False,"{'a': 0.9, 'e': 0.09984340521290405}",20,4,-11.341731251044086,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
2304,False,"{'a': 0.9, 'e': 0.09974356180769114}",20,9,19.224588677719144,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2305,False,"{'a': 0.9, 'e': 0.09964381824588345}",25,14,22.716904496513315,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2306,False,"{'a': 0.9, 'e': 0.09954417442763756}",25,5,39.76576446050509,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2307,False,"{'a': 0.9, 'e': 0.09944463025320993}",25,10,19.132394232899664,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2308,False,"{'a': 0.9, 'e': 0.09934518562295672}",25,17,15.130656271467386,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2309,False,"{'a': 0.9, 'e': 0.09924584043733377}",25,19,12.037994443571634,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2310,False,"{'a': 0.9, 'e': 0.09914659459689643}",30,21,18.420015914312284,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2311,False,"{'a': 0.9, 'e': 0.09904744800229953}",20,10,22.19630203035899,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2312,False,"{'a': 0.9, 'e': 0.09894840055429724}",25,15,-20.614324810162774,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
2313,False,"{'a': 0.9, 'e': 0.09884945215374294}",25,13,21.827702825593587,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2314,False,"{'a': 0.9, 'e': 0.0987506027015892}",20,-2,38.0494009684821,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",0
2315,False,"{'a': 0.9, 'e': 0.0986518520988876}",25,17,17.594219214268957,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2316,False,"{'a': 0.9, 'e': 0.09855320024678872}",20,8,24.377904628281406,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2317,False,"{'a': 0.9, 'e': 0.09845464704654193}",25,11,27.28406679749061,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2318,False,"{'a': 0.9, 'e': 0.09835619239949539}",30,20,5.476333576626916,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2319,False,"{'a': 0.9, 'e': 0.09825783620709588}",20,12,19.277298837455984,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2320,False,"{'a': 0.9, 'e': 0.09815957837088879}",20,-7,34.36941403643192,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",0
2321,False,"{'a': 0.9, 'e': 0.09806141879251791}",20,-1,-26.199659023938633,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
2322,False,"{'a': 0.9, 'e': 0.09796335737372538}",25,9,27.627727603742873,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2323,False,"{'a': 0.9, 'e': 0.09786539401635166}",30,21,19.67034783830929,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2324,False,"{'a': 0.9, 'e': 0.09776752862233531}",25,20,10.64121221240125,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2325,False,"{'a': 0.9, 'e': 0.09766976109371298}",20,10,6.461319666553006,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2326,False,"{'a': 0.9, 'e': 0.09757209133261927}",30,11,37.03813224337747,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2327,False,"{'a': 0.9, 'e': 0.09747451924128664}",30,16,-13.747530183864598,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
2328,False,"{'a': 0.9, 'e': 0.09737704472204535}",20,6,27.546252769664072,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2329,False,"{'a': 0.9, 'e': 0.09727966767732331}",35,12,31.40980587420756,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
2330,False,"{'a': 0.9, 'e': 0.09718238800964599}",20,1,26.81329859453386,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
2331,False,"{'a': 0.9, 'e': 0.09708520562163633}",20,13,14.362889447398608,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2332,False,"{'a': 0.9, 'e': 0.0969881204160147}",20,15,11.925224440437809,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2333,False,"{'a': 0.9, 'e': 0.09689113229559869}",30,17,24.650357701765813,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2334,False,"{'a': 0.9, 'e': 0.0967942411633031}",25,12,27.134687110415648,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2335,False,"{'a': 0.9, 'e': 0.09669744692213979}",25,10,20.659291572840477,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2336,False,"{'a': 0.9, 'e': 0.09660074947521764}",25,17,13.05588436761176,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2337,False,"{'a': 0.9, 'e': 0.09650414872574242}",25,18,14.942092290481412,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2338,False,"{'a': 0.9, 'e': 0.09640764457701669}",30,13,36.732401627549024,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2339,False,"{'a': 0.9, 'e': 0.09631123693243968}",20,13,8.030369203805616,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
2340,False,"{'a': 0.9, 'e': 0.09621492569550723}",35,14,44.47869694311325,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2341,False,"{'a': 0.9, 'e': 0.09611871076981172}",25,12,12.845629275403956,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2342,False,"{'a': 0.9, 'e': 0.09602259205904191}",25,15,13.81695500994672,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2343,False,"{'a': 0.9, 'e': 0.09592656946698287}",20,12,17.099799934459877,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2344,False,"{'a': 0.9, 'e': 0.09583064289751589}",20,14,11.000904492395897,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2345,False,"{'a': 0.9, 'e': 0.09573481225461837}",20,2,37.28466579206911,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2346,False,"{'a': 0.9, 'e': 0.09563907744236375}",20,6,-14.714271815249004,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
2347,False,"{'a': 0.9, 'e': 0.0955434383649214}",30,16,25.866141926639525,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2348,False,"{'a': 0.9, 'e': 0.09544789492655646}",30,18,20.277206265973614,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2349,False,"{'a': 0.9, 'e': 0.09535244703162991}",20,11,16.60424210309326,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2350,False,"{'a': 0.9, 'e': 0.09525709458459827}",25,8,20.89186163412525,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2351,False,"{'a': 0.9, 'e': 0.09516183749001368}",25,13,20.765364879258353,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2352,False,"{'a': 0.9, 'e': 0.09506667565252366}",20,4,7.382545177330236,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
2353,False,"{'a': 0.9, 'e': 0.09497160897687114}",25,3,43.6305424893258,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2354,False,"{'a': 0.9, 'e': 0.09487663736789427}",25,8,32.65451599468612,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2355,False,"{'a': 0.9, 'e': 0.09478176073052638}",25,14,8.998657272577205,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2356,False,"{'a': 0.9, 'e': 0.09468697896979585}",25,14,20.370732235269244,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2357,False,"{'a': 0.9, 'e': 0.09459229199082606}",20,3,33.15427240000802,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2358,False,"{'a': 0.9, 'e': 0.09449769969883523}",30,20,17.11973056594958,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2359,False,"{'a': 0.9, 'e': 0.09440320199913639}",20,7,18.65674679556915,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2360,False,"{'a': 0.9, 'e': 0.09430879879713726}",20,6,-27.27537475751394,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
2361,False,"{'a': 0.9, 'e': 0.09421448999834012}",25,-8,48.09669312133461,"{0: 32, 1: 0, 2: 1, 3: 0, 4: 0}",0
2362,False,"{'a': 0.9, 'e': 0.09412027550834177}",20,4,30.335778241660417,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2363,False,"{'a': 0.9, 'e': 0.09402615523283343}",20,7,24.68880001370794,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2364,False,"{'a': 0.9, 'e': 0.09393212907760061}",25,18,14.325601770689879,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2365,False,"{'a': 0.9, 'e': 0.09383819694852301}",20,13,15.787615075538138,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2366,False,"{'a': 0.9, 'e': 0.09374435875157448}",25,18,13.40099871738859,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2367,False,"{'a': 0.9, 'e': 0.0936506143928229}",20,6,25.1971995863506,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2368,False,"{'a': 0.9, 'e': 0.09355696377843008}",25,-10,25.698023712733818,"{0: 34, 1: 0, 2: 0, 3: 0, 4: 1}",0
2369,False,"{'a': 0.9, 'e': 0.09346340681465165}",25,-21,40.963026459954285,"{0: 43, 1: 0, 2: 2, 3: 1, 4: 0}",0
2370,False,"{'a': 0.9, 'e': 0.093369943407837}",30,3,-22.703510231997953,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 1}",1
2371,False,"{'a': 0.9, 'e': 0.09327657346442916}",20,12,15.635371647998872,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2372,False,"{'a': 0.9, 'e': 0.09318329689096473}",30,16,28.654254730767875,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2373,False,"{'a': 0.9, 'e': 0.09309011359407376}",20,10,17.22782770199981,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2374,False,"{'a': 0.9, 'e': 0.0929970234804797}",20,-3,39.79118928825169,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",0
2375,False,"{'a': 0.9, 'e': 0.09290402645699922}",25,11,17.126826232714887,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2376,False,"{'a': 0.9, 'e': 0.09281112243054222}",20,8,26.220528407442288,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2377,False,"{'a': 0.9, 'e': 0.09271831130811167}",30,22,16.717074679652,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2378,False,"{'a': 0.9, 'e': 0.09262559299680356}",20,11,5.2716941501863435,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2379,False,"{'a': 0.9, 'e': 0.09253296740380676}",25,18,13.374372286060298,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2380,False,"{'a': 0.9, 'e': 0.09244043443640296}",25,18,11.719274604597866,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2381,False,"{'a': 0.9, 'e': 0.09234799400196655}",30,20,21.23284462346545,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2382,False,"{'a': 0.9, 'e': 0.09225564600796458}",20,8,9.138106075569313,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2383,False,"{'a': 0.9, 'e': 0.09216339036195662}",25,17,16.891219382265756,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2384,False,"{'a': 0.9, 'e': 0.09207122697159466}",30,11,-19.1300220483283,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
2385,False,"{'a': 0.9, 'e': 0.09197915574462306}",20,10,16.327552382478626,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2386,False,"{'a': 0.9, 'e': 0.09188717658887845}",25,-7,49.744842612422744,"{0: 31, 1: 0, 2: 1, 3: 0, 4: 0}",0
2387,False,"{'a': 0.9, 'e': 0.09179528941228957}",25,18,13.486431509765552,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2388,False,"{'a': 0.9, 'e': 0.09170349412287727}",30,11,11.74108450180466,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
2389,False,"{'a': 0.9, 'e': 0.0916117906287544}",20,12,17.573894449867993,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2390,False,"{'a': 0.9, 'e': 0.09152017883812565}",25,9,-6.021497904933742,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
2391,False,"{'a': 0.9, 'e': 0.09142865865928752}",30,10,39.473793161200085,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2392,False,"{'a': 0.9, 'e': 0.09133723000062823}",20,12,15.398076294332984,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2393,False,"{'a': 0.9, 'e': 0.0912458927706276}",20,8,20.06988489663883,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2394,False,"{'a': 0.9, 'e': 0.09115464687785697}",25,8,20.778129803033966,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2395,False,"{'a': 0.9, 'e': 0.09106349223097912}",25,3,40.78035081946556,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2396,False,"{'a': 0.9, 'e': 0.09097242873874814}",20,8,22.44064932777625,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2397,False,"{'a': 0.9, 'e': 0.09088145631000939}",20,11,18.21009113575978,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2398,False,"{'a': 0.9, 'e': 0.09079057485369937}",20,16,8.17812026739642,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2399,False,"{'a': 0.9, 'e': 0.09069978427884569}",25,5,39.984592712881096,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2400,False,"{'a': 0.9, 'e': 0.09060908449456684}",30,13,-14.05067503330245,"{0: 15, 1: 0, 2: 0, 3: 2, 4: 0}",1
2401,False,"{'a': 0.9, 'e': 0.09051847541007227}",30,16,-16.057878115247306,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
2402,False,"{'a': 0.9, 'e': 0.0904279569346622}",25,5,40.456691669935196,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2403,False,"{'a': 0.9, 'e': 0.09033752897772754}",20,-6,49.2470619470044,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",0
2404,False,"{'a': 0.9, 'e': 0.0902471914487498}",25,11,29.60911178994733,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2405,False,"{'a': 0.9, 'e': 0.09015694425730106}",20,3,20.25124760150857,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
